X[m]	Nd[m^-3]	ux[m/s]	uy[m/s]	uz[m/s]	u2x[(m/s)^2]	u2y[(m/s)^2]	u2z[(m/s)^2]	Ttrx[K]	Ttry[K]	Ttrz[K]	Ttr[K]
7.54026e-05	4.00435e+24	-25.5442	-1.65595	-23.9404	58421	64835.3	67483.5	242.904	290.176	301.995	278.358
7.55474e-05	4.17845e+24	-12.7823	10.9505	0.351827	50022.6	65821.2	58971.9	217.391	283.707	266.326	255.808
7.56921e-05	3.71113e+24	6.54041	19.347	-16.4006	59074.5	58087.2	56370.2	259.796	244.686	244.011	249.498
7.58368e-05	3.47288e+24	-20.0167	16.7211	-6.74296	53181.1	53539.7	60045.7	216.315	227.15	269.346	237.604
7.59816e-05	4.01352e+24	-2.28336	-9.34723	0.504617	58818.7	58933.6	53919.9	254.537	264.241	230.819	249.866
7.61263e-05	3.83941e+24	2.13304	-16.8509	-7.8911	55924.1	62736.5	70146.8	234.553	274.878	303.128	270.853
7.6271e-05	3.64698e+24	12.3662	4.11769	4.85333	55403.9	64546	59647.8	244.245	291.396	253	262.88
7.64157e-05	3.52786e+24	-11.846	-22.9992	-8.20065	50815.4	48711.9	46985.3	204.099	213.277	211.373	209.583
7.65605e-05	3.80276e+24	8.57004	-6.53107	5.55913	59269.4	61143.1	59363.9	246.932	249.884	248.502	248.439
7.67052e-05	3.57368e+24	-3.04948	-13.4703	-19.629	60105.7	55598.7	63851.3	257.25	238.072	268.156	254.493
7.68499e-05	3.6928e+24	20.9916	9.64009	-0.180161	61686.3	58417.7	50612.9	251.045	258.704	221.073	243.607
7.69946e-05	3.58284e+24	14.7174	-8.24479	-9.23002	57099.5	67389.4	46344.8	251.784	290.567	199.878	247.41
7.71394e-05	3.61033e+24	-11.9502	10.8101	7.93023	56908.3	51902.5	54676.2	239.685	221.817	223.664	228.389
7.72841e-05	3.39958e+24	16.0945	28.209	22.5223	55640.8	57765.7	67714.1	231.596	245.068	283.684	253.45
7.74288e-05	4.05017e+24	6.36402	-8.61954	-1.17419	59027.5	58230.7	50870.8	252.716	249.346	211.467	237.843
7.75736e-05	3.55535e+24	-6.37423	9.64937	-1.1921	59995.9	58216.2	59401.1	252.315	264.431	254.656	257.134
7.77183e-05	3.63782e+24	-16.1838	12.3471	27.8284	51210.1	63358.4	54688.4	225.626	266.825	223.835	238.762
7.7863e-05	3.88523e+24	23.5202	16.9812	16.8273	59630.1	56693.3	66864	255.972	244.277	270.496	256.915
7.80077e-05	3.82109e+24	-9.24269	-3.91864	8.97218	65439.1	58288.2	53052.4	283.162	257.077	233.923	258.054
7.81525e-05	3.55535e+24	-5.61834	25.8066	3.7018	52020.4	56658.1	66969.1	232.419	236.488	295.234	254.714
7.82972e-05	4.18762e+24	-10.6223	9.70006	-17.1457	76168.4	57210.1	58376.8	317.789	248.586	261.966	276.114
7.84419e-05	4.2426e+24	23.7952	-3.43617	11.2581	60576.5	55799.2	60209.2	244.751	242.832	259.967	249.183
7.85866e-05	4.1418e+24	-11.7605	-5.34001	-8.34657	57782.9	55888	60875.5	246.273	245.375	273.027	254.892
7.87314e-05	3.84858e+24	16.4461	-1.0703	-12.9653	55629.5	54968.3	65791.2	232.892	242.147	270.286	248.442
7.88761e-05	3.97686e+24	2.72435	11.9832	-17.3605	59642.6	59078.2	50376.4	261.853	250.242	211.412	241.169
7.90208e-05	3.4179e+24	-11.4581	-1.34342	1.84744	55583.9	55594.5	51637.5	236.558	228.879	213.088	226.175
7.91655e-05	4.19678e+24	-8.83197	-6.09246	-3.40983	58217.4	50021.4	49288.8	259.122	217.05	209.841	228.671
7.93103e-05	3.72945e+24	3.65519	17.4109	-2.58317	53435.3	58807.1	59821.1	229.216	237.52	250.097	238.944
7.9455e-05	4.20594e+24	7.22573	2.45154	2.01833	53359.5	59115.6	58227.1	237.512	263.012	246.864	249.129
7.95997e-05	3.81192e+24	8.17803	11.8397	-5.63765	56181.5	54282	66056.8	239.805	237.091	284.43	253.775
7.97445e-05	3.89439e+24	4.64737	16.6029	14.1884	60480.4	55627.1	55618.7	257.24	231.801	244.627	244.556
7.98892e-05	4.01352e+24	1.75546	-13.4054	-14.0729	51488.8	59109.6	56122.6	229.46	249.767	243.732	240.986
8.00339e-05	4.40754e+24	-8.11275	-31.0446	0.799497	55100.2	51331.9	55832	244.188	224.719	250.798	239.901
8.01786e-05	4.38921e+24	11.9294	12.8721	-15.6426	57346	53881.4	59349.6	246.355	226.202	254.646	242.401
8.03234e-05	3.99519e+24	-3.69961	-21.1205	-34.4231	63870.1	47253.5	58856.1	255.915	201.497	241.806	233.073
8.04681e-05	4.19678e+24	-17.1809	0.167247	18.6074	57407	57877.4	56504.1	243.369	257.559	251.055	250.661
8.06128e-05	3.89439e+24	-5.36246	0.314487	-12.3688	61654.6	56844	50395.4	253.267	241.604	218.092	237.654
8.07575e-05	3.85774e+24	-13.8512	2.81705	0.698859	61857.9	55914.4	48794.5	266.188	240.445	206.113	237.582
8.09023e-05	4.01352e+24	3.71929	12.6773	-8.92452	52535.8	59699.4	55971.3	219.102	255.771	223.424	232.766
8.1047e-05	3.92188e+24	11.1801	17.0077	3.77993	58984.5	61444.3	60788.7	249.807	273.133	253.801	258.913
8.11917e-05	4.15096e+24	0.985063	3.28384	16.2183	53297	51228.3	58935.9	235.626	217.218	248.765	233.869
8.13364e-05	4.26092e+24	-7.17051	-21.6058	-8.23337	57519.6	53102.7	62816.9	251.47	228.537	262.546	247.517
8.14812e-05	4.05017e+24	-14.4066	-14.3967	-22.3509	54856.2	60741.7	52033.1	233.726	260.64	211.632	235.333
8.16259e-05	4.29758e+24	-7.45532	-24.0443	-1.49049	52832.6	62217.5	50500.6	231.84	271.492	225.342	242.892
8.17706e-05	3.77527e+24	14.5056	-15.2057	-10.235	52598.7	54722.8	53230.1	241.419	237.813	220.199	233.144
8.19154e-05	4.02268e+24	11.9502	-10.6266	10.6382	61304.5	54980.8	59474.6	266.287	234.798	256.598	252.561
8.20601e-05	4.17845e+24	-9.66031	1.42512	-11.2279	48686.1	56179.2	50444.3	219.301	249.56	223.665	230.842
8.22048e-05	3.98603e+24	-16.1647	1.07685	-24.9322	54359.2	52321.5	58924.9	225.966	225.618	252.644	234.743
8.23495e-05	4.45335e+24	0.654065	-5.71686	-16.9451	52415.4	50676.8	54456.3	223.434	217.58	237.312	226.109
8.24943e-05	4.05017e+24	-16.1744	0.728558	5.42636	59124.5	64428.8	54593	259.225	262.395	245.093	255.571
8.2639e-05	3.87607e+24	9.80426	-8.23178	5.71903	52968	53120.4	52136.3	228.927	230.721	220.796	226.815
8.27837e-05	4.47168e+24	-6.28133	3.08396	5.56673	56280.4	49592.1	51822.8	251.156	206.582	237.929	231.889
8.29284e-05	4.16013e+24	-9.79615	-14.4273	-18.5919	49912.7	57514.3	57905.2	222.829	256.239	248.917	242.662
8.30732e-05	4.28841e+24	-0.148924	14.4376	4.40295	46825	55759.2	54151.2	207.925	246.311	240.702	231.646
8.32179e-05	4.00435e+24	7.82466	-1.71177	-1.45022	54870.2	51475.7	46787.6	243.39	221.631	206.986	224.002
8.33626e-05	4.10515e+24	-5.5866	0.954989	-2.41573	56820.1	56783	54027.6	242.456	244.913	224.822	237.397
8.35073e-05	4.26092e+24	-2.4101	-15.2743	-0.832266	56458.5	48858.7	53512	248.872	211.702	225.228	228.6
8.36521e-05	3.82109e+24	2.68752	0.631487	12.1902	54897.2	53224.4	59555.3	220.755	226.329	250.849	232.644
8.37968e-05	4.03184e+24	-12.7396	-4.35639	11.7654	51464.7	58321.4	58420.5	229.609	258.971	250.404	246.328
8.39415e-05	4.10515e+24	-16.3168	-6.40409	-1.24348	47230.6	50884.7	51063.8	201.527	227.315	230.82	219.887
8.40863e-05	4.07766e+24	-7.35816	-1.67602	-15.9822	52511.9	58961.7	55873.8	235.712	267.28	238.021	247.004
8.4231e-05	4.5175e+24	-2.60463	5.91237	10.9258	48737.8	55257.1	56117.4	217.901	244.734	233.478	232.038
8.43757e-05	3.9677e+24	-13.2983	23.7946	-20.2017	60007.4	55290.1	53408.7	258.8	234.465	229.389	240.884
8.45204e-05	4.46252e+24	5.95628	-32.7244	0.564887	55116.3	57384	53209.1	244.042	242.243	221.514	235.933
8.46652e-05	3.94937e+24	9.07585	-6.06272	-4.88013	51920.6	51470.2	55913.2	228.7	221.454	224.763	224.972
8.48099e-05	4.10515e+24	-20.8064	17.4249	-17.0374	46534	50603.1	53273.6	196.34	213.923	237.353	215.872
8.49546e-05	4.26092e+24	-9.84261	4.04281	2.16493	50376.9	56560.9	56477.5	207.245	236.591	241.239	228.358
8.50993e-05	4.18762e+24	-11.8585	-20.1807	-5.30538	55982	57273.7	56248.1	241.051	232.519	237.807	237.126
8.52441e-05	4.01352e+24	12.5056	-4.65342	9.61159	54719.9	53692.4	63398.3	232.623	239.383	269.864	247.29
8.53888e-05	4.03184e+24	-6.8415	8.23739	-15.2479	58156.6	54866	58396.4	256.857	228.765	247.597	244.406
8.55335e-05	4.16013e+24	-1.25209	-18.7858	2.0997	51823.9	59485.8	53401.8	214.697	253.693	235.502	234.631
8.56783e-05	4.26092e+24	2.69534	-0.799312	1.64825	54257	49448	53049.8	235.037	215.564	228.355	226.319
8.5823e-05	4.54499e+24	-18.3245	1.47536	2.98758	51724.2	49364.4	55230.1	217.07	223.41	253.149	231.21
8.59677e-05	3.99519e+24	-3.72462	1.9537	-16.5134	50712.8	50099	53588.7	215.425	217.443	231.201	221.356
8.61124e-05	4.23343e+24	4.30112	1.42653	8.74764	48406.5	54079.7	49103.3	214.239	238.031	209.192	220.487
8.62572e-05	4.25176e+24	18.2004	-13.2364	-1.80272	58970.1	56501.9	58515.4	256.486	249.211	252.381	252.692
8.64019e-05	4.23343e+24	20.8641	-14.277	-9.49789	54029	48180.4	55346.5	230.302	215.987	248.055	231.448
8.65466e-05	4.13264e+24	-5.48235	-3.84206	-11.2808	52714.7	56025.1	50383	218.404	244.557	226.092	229.684
8.66913e-05	4.47168e+24	-6.95432	8.11099	-23.1356	48559.9	46161	52632.6	215.019	201.671	226.276	214.322
8.68361e-05	4.39837e+24	19.8206	-4.73515	-6.84449	47244	52121	54209.4	208.597	231.748	226.593	222.313
8.69808e-05	4.48084e+24	1.71971	-21.1993	-7.72343	50008.5	51688.7	52577.6	212.248	227.507	235.52	225.092
8.71255e-05	4.15096e+24	-2.40917	21.2895	-6.53523	51416.7	56013.6	50192.5	212.878	253.234	215.725	227.279
8.72702e-05	4.26092e+24	-2.49667	26.9434	14.1755	50931.5	54814.1	54914.5	211.075	241.757	234.376	229.069
8.7415e-05	4.02268e+24	10.0399	-6.98735	8.23597	47173.7	51968.9	54349.4	206.62	224.614	230.886	220.707
8.75597e-05	4.2426e+24	6.10107	0.566849	11.1417	54280.7	51508.1	49215.5	236.232	224.443	215.96	225.545
8.77044e-05	4.30674e+24	-2.41591	23.1613	0.344968	53132.4	57075.8	54416.8	233.892	249.55	245.731	243.058
8.78492e-05	4.44419e+24	1.41153	-22.5019	-16.3036	54309.8	52116.3	60308	244.414	226.623	265.353	245.463
8.79939e-05	4.52666e+24	-3.76928	0.681782	3.97502	50510.7	52350.9	48473.8	219.5	232.774	207.202	219.825
8.81386e-05	4.58164e+24	29.3096	15.815	7.19194	49619.1	42910.1	50255.2	203.282	181.848	227.057	204.062
8.82833e-05	4.38921e+24	6.99226	1.59569	-9.85094	49839.7	58626.5	50928.1	219.292	257.165	217.385	231.28
8.84281e-05	4.64578e+24	-9.69369	10.8617	-0.201785	46917.1	45996.8	45710.3	198.481	203.235	198.905	200.207
8.85728e-05	4.15096e+24	12.1181	-2.12707	-17.3373	49462	47916.1	49436.6	201.045	210.908	220.704	210.886
8.87175e-05	4.15096e+24	4.82557	1.78882	-14.241	53557.7	55907.6	46329.2	243.103	236.997	205.578	228.559
8.88622e-05	4.10515e+24	-11.4055	2.22717	20.0777	48607.4	53223.3	51588.4	217.222	241.415	225.855	228.164
8.9007e-05	4.39837e+24	-0.509633	-5.46314	0.180482	54686.7	50493.5	56765.2	247.938	225.303	255.823	243.021
8.91517e-05	4.49917e+24	-3.56232	-1.13802	25.8917	53145.4	49107.1	52128.1	236.417	222.466	224.581	227.821
8.92964e-05	4.59997e+24	-8.13992	-13.0304	-7.03596	56372.9	49389.6	55086.9	240.84	217.368	246.073	234.76
8.94411e-05	4.57248e+24	-0.0989205	-4.60814	-10.0064	50785.7	47939	45096.7	225.802	215.468	204.452	215.241
8.95859e-05	4.5908e+24	4.72621	3.61494	6.75257	44719.5	53746.5	43095.4	197.968	228.207	187.27	204.482
8.97306e-05	4.39837e+24	1.20139	5.90307	11.1281	56335.3	46754	50158	244.926	205.39	218.663	222.993
8.98753e-05	4.5908e+24	-18.5731	9.43555	-3.35166	51427.9	53110.2	49263.6	221.91	222.098	218.831	220.946
9.00201e-05	4.32507e+24	3.97039	-4.68831	10.9581	54498.1	54224	47399.8	223.921	235.163	211.669	223.584
9.01648e-05	4.37088e+24	14.7673	6.14031	-6.4357	53200.8	44025.1	50544.4	219.427	194.053	216.431	209.97
9.03095e-05	4.50833e+24	-3.69247	-0.161922	7.45891	54978.3	45878.5	44157	237.821	204.576	196.62	213.006
9.04542e-05	4.66411e+24	4.11784	22.8067	1.1364	53122	49157.4	49457.3	233.48	213.531	219.285	222.099
9.0599e-05	4.44419e+24	-1.75576	-3.78189	-7.50223	55705	48175	54122.5	235.249	211.083	234.62	226.984
9.07437e-05	4.77407e+24	-4.49478	-8.71573	-1.26302	47465.4	47378	45814.6	211.594	209.101	208.735	209.81
9.08884e-05	4.53582e+24	-12.9783	-3.10582	-0.998723	48752.1	50346.2	46141.7	218.901	221.736	204.415	215.017
9.10331e-05	4.4167e+24	1.95867	9.58585	-5.88014	51384.7	55578.7	47985.2	226.542	239.081	217.323	227.649
9.11779e-05	4.57248e+24	-7.74188	-6.71382	2.2692	46955.9	51557.3	51349.3	205.267	220.345	222.663	216.092
9.13226e-05	4.52666e+24	0.862348	-6.91177	16.6012	52141.4	54800.7	45519.3	215.283	248.844	195.488	219.872
9.14673e-05	4.38921e+24	-3.01797	17.0863	-21.5674	44958.8	50818.1	49228.3	187.305	216.91	211.603	205.272
9.1612e-05	4.55415e+24	-5.69481	-9.60603	-18.4577	47953.3	49323.1	47120.7	213.123	211.498	187.964	204.195
9.17568e-05	4.42586e+24	26.4894	-0.442373	16.9177	46724.4	50433.9	51867.5	200.702	223.229	232.443	218.791
9.19015e-05	4.5175e+24	-20.4661	11.871	8.01249	48152.6	49737.7	48503.7	210.533	214.601	203.251	209.461
9.20462e-05	4.8657e+24	10.5116	9.37019	9.47743	46737.9	50721.2	44590	208.502	229.093	200.093	212.562
9.2191e-05	4.66411e+24	-1.48175	10.2481	1.1055	41690.2	46215.6	46499.2	181.599	195.472	207.908	194.993
9.23357e-05	4.80156e+24	-10.3774	4.65959	8.41547	43877	44761.5	47060.2	195.844	200.112	213.206	203.054
9.24804e-05	4.71909e+24	-17.233	-4.90563	3.71873	43430	42768.6	52772.1	185.669	190.792	232.031	202.831
9.26251e-05	4.89319e+24	6.23883	-4.45819	-3.12277	51171.1	47640.6	43332.8	227.411	219.697	199.693	215.6
9.27699e-05	4.65495e+24	-16.2086	0.717018	-11.1287	43504.2	50584.7	44602.5	184.205	228.419	191.298	201.307
9.29146e-05	4.67327e+24	3.12318	3.20084	6.38824	46371.2	43845.3	52801	205.905	192.046	228.55	208.834
9.30593e-05	4.43503e+24	-11.6521	-4.6704	0.188581	53660.2	39874.2	45776.5	232.521	175.155	201.483	203.053
9.3204e-05	4.89319e+24	8.11245	3.42564	7.42267	45385.9	47117.3	49299.1	191.881	203.829	221.388	205.699
9.33488e-05	4.63662e+24	-3.69295	5.37731	9.46198	54980.9	45649	52301.6	250.795	197.343	231.224	226.454
9.34935e-05	4.23343e+24	-12.2355	-20.5109	-9.88612	49312.7	50218.5	49090.2	218.082	219.372	216.454	217.97
9.36382e-05	4.94817e+24	-13.5024	12.3829	-14.4631	48251.2	49967.2	50838.8	210.624	212.923	219.251	214.266
9.37829e-05	4.70992e+24	10.0306	-8.04048	-17.0559	45106.4	43827.7	48079.9	196.625	197.807	209.098	201.177
9.39277e-05	4.75574e+24	-8.2838	3.47835	-6.78555	48657	43889.6	40561.9	209.974	195.408	183.535	196.305
9.40724e-05	4.92984e+24	-10.3978	13.7701	-16.9993	39416.8	41307.5	40475.6	175.52	181.325	178.764	178.536
9.42171e-05	4.12348e+24	9.21911	-0.567576	-12.7867	44910.5	52822.7	45314.9	201.382	233.754	193.463	209.533
9.43619e-05	4.81988e+24	10.5709	1.26132	0.714608	43892	45771.5	46498.5	196.959	204.403	202.678	201.347
9.45066e-05	4.78323e+24	-32.6084	13.1662	-2.6939	45531.2	45377.2	44984.5	197.849	202.925	185.246	195.34
9.46513e-05	4.81072e+24	-11.6563	-40.5933	-6.75241	40085.4	48950.4	47707	176.947	196.892	209.748	194.529
9.4796e-05	4.78323e+24	-4.21188	-6.64694	0.162817	45522.9	47488.2	48850.6	197.651	210.266	210.888	206.268
9.49408e-05	4.62746e+24	0.594177	14.2562	6.07678	40084.5	42165.6	47675.1	179.765	181.092	203.972	188.277
9.50855e-05	5.23223e+24	12.8439	-7.57734	6.25072	42748.7	43520	49357	191.612	196.99	215.255	201.286
9.52302e-05	4.84737e+24	-14.7906	11.1837	-12.3373	42104	40857.7	48844.2	186.697	177.882	207.35	190.643
9.53749e-05	5.15893e+24	3.10122	-9.14203	-11.2883	45505.3	46228.7	47949.2	202.658	203.003	216.736	207.466
9.55197e-05	4.8657e+24	-1.5646	-10.2846	-3.61929	42650.7	46059.1	41878.5	192.939	203.545	186.192	194.225
9.56644e-05	4.8657e+24	18.8546	7.01453	1.10941	52565.8	45622.7	42901.5	207.306	199.351	190.095	198.917
9.58091e-05	4.99399e+24	5.46579	-12.6289	-8.88519	39349.6	48753.5	46264.1	177.499	216.49	188.639	194.209
9.59539e-05	4.7649e+24	20.1637	4.36606	12.4778	47595.1	45184	47391.3	202.289	193.138	203.355	199.594
9.60986e-05	5.25056e+24	-13.4931	18.2984	7.30603	45806	43673	46008.4	198.914	185.557	207.446	197.306
9.62433e-05	5.17725e+24	-1.95959	3.95221	-9.94191	43569.5	46471.1	44753.1	194.249	213.909	195.847	201.335
9.6388e-05	4.85654e+24	-8.52234	-1.83449	-6.0452	42772.2	45668.7	41623.9	182.477	202.77	181.178	188.809
9.65328e-05	5.0398e+24	21.8918	-13.7138	-12.6154	46586.7	45826	41418.6	202.571	203.034	188.266	197.957
9.66775e-05	5.30554e+24	-11.3113	9.38537	-0.98549	41564.9	46960.8	46360.5	177.38	207.407	204.3	196.362
9.68222e-05	4.81072e+24	1.43391	10.0824	4.26583	40307.4	40890.6	41402	178.053	181.282	180.781	180.039
9.69669e-05	4.53582e+24	-12.9417	-17.5717	5.83646	44209.8	52882.5	47382.3	188.197	196.322	201.646	195.388
9.71117e-05	5.32386e+24	-24.0907	6.00123	13.7671	42413	43796	47484.8	192.843	200.115	210.282	201.08
9.72564e-05	4.81988e+24	6.1479	4.292	-2.08287	43421.9	38456.5	41027.7	197.523	173.543	182.718	184.595
9.74011e-05	5.1406e+24	7.08514	-21.2249	8.57264	40540.8	42015.8	46819.8	181.289	181.274	215.553	192.706
9.75458e-05	4.98482e+24	-7.35072	-8.03447	0.468802	44380.4	39508.4	45992.4	196.456	172.875	202.133	190.488
9.76906e-05	5.08562e+24	-12.6588	-10.8004	-0.479449	47831.1	50762	46460.5	214.772	226.213	199.344	213.443
9.78353e-05	5.10395e+24	-5.48433	1.9442	-6.49264	51914	38514.4	49204.9	226.784	171.456	217.311	205.184
9.798e-05	5.47964e+24	-9.69775	9.04407	8.19302	44949.8	45619.4	43004.9	205.727	188.801	199.286	197.938
9.81248e-05	4.84737e+24	7.73538	8.18279	0.00320326	45910.8	44418	39614.5	211.2	191.264	174.883	192.449
9.82695e-05	4.98482e+24	7.4587	2.21319	17.9587	42636.5	43485.1	41392.6	184.807	190.148	183.314	186.09
9.84142e-05	4.98482e+24	-1.33019	-7.34072	2.93384	38331.2	45127	40836.9	170.992	199.257	186.118	185.456
9.85589e-05	5.47048e+24	14.1417	-21.4607	10.8109	43272.6	45869.1	42319	190.929	191.82	191.323	191.358
9.87037e-05	5.50713e+24	-9.71243	0.467248	-2.94864	41702.9	42472.4	44497.2	189.807	193.273	199.885	194.322
9.88484e-05	4.78323e+24	-11.3138	-3.03684	3.51143	47135.5	41043.2	40289.9	201.784	179.344	181.47	187.533
9.89931e-05	5.29637e+24	-18.1777	9.76863	-0.580587	40331.9	39354.3	41792.1	179.458	171.181	181.158	177.266
9.91378e-05	5.0398e+24	-11.2096	20.2941	-11.8695	41331.2	39700.7	43185.6	182.411	174.769	192.855	183.345
9.92826e-05	5.36968e+24	-12.2188	12.4201	-14.9344	40369.1	40327.2	42127	177.853	179.713	190.639	182.735
9.94273e-05	5.13144e+24	0.0212584	-12.9176	-12.8817	48321.7	41237.5	41974.3	212.813	181.293	184.187	192.764
9.9572e-05	5.07646e+24	-9.64564	-18.1953	16.1533	42119.2	43590.2	38059.6	190.457	189.702	158.18	179.446
9.97167e-05	1.01804e+25	-1.95834	-4.53722	10.7215	41873.5	43286.5	37666.9	191.782	200.395	174.947	189.041
